combination,feature_completeness,identity_completeness,import_readiness,issues,pairing_confidence,schema_readiness,technical_completeness
FDLF50DV1/RZFC50EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDLF60DV1/RZFC60EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDLF71DV1/RZFC71EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDLF85DV1/RZFC85EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FBFC71DVM9/RZFC71EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FBFC85DVM9/RZFC85EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FBFC100DVM9/RZFC100EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FBFC125DVM9/RZFC125EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FBFC140DVM9/RZFC140EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDLF71DV1/RZFC71EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDLF85DV1/RZFC85EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVFC71AV1/RZFC71AGV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVFC85AV1/RZFC85AV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVFC100AV1/RZFC100AV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVFC125AV1/RZFC125AY19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVFC140AV1/RZFC140AY19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC40EV1/RZFC40EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC50EV1/RZFC50EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC60EV1/RZFC60EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC71EV1/RZFC71EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC85EV1/RZFC85EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC100EV1/RZFC100EVM,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC71EV1/RZFC71EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC85EV1/RZFC85EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC100EV1/RZFC100EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC125EV1/RZFC125EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHFC140EV1/RZFC140EY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ13MV1/RNQ13MV1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ18MV1/RNQ18MV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ21MV1/RNQ21MV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ26MV1/RNQ26MV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ26MV1/RNQ26MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ30MV1/RNQ30MV1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ30MV1/RNQ30MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ36MV1/RNQ36MV1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ36MV1/RNQ36MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ42MV1/RNQ42MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCNQ48MV1/RNQ48MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDBNQ09MV1V/RNQ09MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDBNQ13MV1V/RNQ13MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDBNQ18MV1V/RNQ18MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDBNQ21MV1V/RNQ21MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDBNQ24MV1V/RNQ24MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDBNQ26MV1/RNQ26MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ26MV1/RNQ26MV19,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ26MV1/RNQ26MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ30MV1/RNQ30MV1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ30MV1/RNQ30MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ36MV1/RNQ36MV1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ36MV1/RNQ36MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ42MV1/RNQ42MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FDMNQ48MV1/RNQ48MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC50AV1V/RC50AGV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC60AV1V/RC60AGV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC85AV1V/RC85AGV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC85AV1V/RC85AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC100AV1V/RC100AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC125AV1V/RC125AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FCC140AV1V/RC140AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ13MV1V/RNQ13MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ18MV1V/RNQ18MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ21MV1V/RNQ21MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ24MV1V/RNQ24MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ26MV1/RNQ26MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVC85AV1V/RC85AGV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVC85AV1V/RC85AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVC100AV1V/RC100AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVC125AV1V/RC125AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVC140AV1V/RC140AGY1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ30MV1V/RNQ30MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ36MV1V/RNQ36MV1V,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ42MV1/RNQ42MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FHNQ48MV1/RNQ48MY1,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVGR8PV1/RN80H(E)Y18,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVGR10PV1/RCN100H(E)Y18,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVGR13PV1/RCN125H(E)Y18,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
FVGR15PV1/RCN150H(E)Y18,SERIES_LEVEL,PASS,IMPORT_READY,,VERIFIED_TECHNICAL_TABLE,NEEDS_SCHEMA_EXTENSION,CORE_VERIFIED
