airflow,brand_id,capacity_class,capacity_kw,confidence,cooling_capacity_btu_max,cooling_capacity_btu_min,cooling_capacity_kw_max,cooling_capacity_kw_min,cooling_type,cop,cspf,equipment_subtype,equipment_type,external_static_pressure_pa,extraction_method,frequency,frequency_source,gas_pipe_mm,indoor_model,inverter,is_active,issues,liquid_pipe_mm,max_actual_pipe_length_m,max_height_difference_m,mode,model_code,name,noise_level,outdoor_family_label,outdoor_model,outdoor_series,phase,power_variant,product_category_id,readiness,refrigerant,refrigerant_gas,robots,schema_enabled,series,sku,source_column,source_page,source_pdf,source_pdf_page,source_printed_page,source_row,source_section,source_sha256,source_table,technical_capacity_btu,voltage,voltage_source
36.5 / 33.5 / 30 / 26.5 / 23,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,3.44,5.70,Round Flow,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCF140DVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCF140DVM/RZF140DYM,Điều hòa Daikin SkyAir Round Flow FCF140DVM/RZF140DYM,46 / 43.5 / 41 / 38.5 / 36,Inverter cao cấp,RZF140DYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow,FCF140DVM-RZF140DYM,8,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
34.5 / 31 / 27.5 / 24 / 20,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.37,5.50,Round Flow có Streamer,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCTF100AVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCTF100AVM/RZF100CYM,Điều hòa Daikin SkyAir Round Flow có Streamer FCTF100AVM/RZF100CYM,45 / 41.5 / 38 / 35 / 32.5,Inverter cao cấp,RZF100CYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow có Streamer,FCTF100AVM-RZF100CYM,5,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
34.5 / 31 / 27.5 / 24 / 20,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.37,5.50,Round Flow,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCF100CVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCF100CVM/RZF100CYM,Điều hòa Daikin SkyAir Round Flow FCF100CVM/RZF100CYM,45 / 41.5 / 38 / 35 / 32.5,Inverter cao cấp,RZF100CYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow,FCF100CVM-RZF100CYM,5,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36.5 / 33 / 29 / 25 / 21,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.99,5.15,Round Flow có Streamer,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCTF125AVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCTF125AVM/RZF125CYM,Điều hòa Daikin SkyAir Round Flow có Streamer FCTF125AVM/RZF125CYM,46 / 43 / 40 / 36 / 32.5,Inverter cao cấp,RZF125CYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow có Streamer,FCTF125AVM-RZF125CYM,6,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36.5 / 33 / 29 / 25 / 21,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.99,5.15,Round Flow,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCF125CVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCF125CVM/RZF125CYM,Điều hòa Daikin SkyAir Round Flow FCF125CVM/RZF125CYM,46 / 43 / 40 / 36 / 32.5,Inverter cao cấp,RZF125CYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow,FCF125CVM-RZF125CYM,6,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36.5 / 33 / 29 / 25 / 21,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.56,5.00,Round Flow có Streamer,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCTF140AVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCTF140AVM/RZF140CYM,Điều hòa Daikin SkyAir Round Flow có Streamer FCTF140AVM/RZF140CYM,46 / 43 / 40 / 36 / 32.5,Inverter cao cấp,RZF140CYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow có Streamer,FCTF140AVM-RZF140CYM,7,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36.5 / 33 / 29 / 25 / 21,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.56,5.00,Round Flow,cassette,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FCF140CVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FCF140CVM/RZF140CYM,Điều hòa Daikin SkyAir Round Flow FCF140CVM/RZF140CYM,46 / 43 / 40 / 36 / 32.5,Inverter cao cấp,RZF140CYM,RZF,3,Dàn nóng,24,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Round Flow,FCF140CVM-RZF140CYM,7,55,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,55,108|109,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
18 / 15 / 12.5,1,50,5.0,VERIFIED_TECHNICAL_TABLE,-19100,7800,-5.6,2.3,1_chieu,3.97,6.16,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA50BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA50BVMA9/RZF50DVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA50BVMA9/RZF50DVM,35 / 33 / 31,Inverter cao cấp,RZF50DVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA50BVMA9-RZF50DVM,6,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,17100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
18 / 15 / 12.5,1,60,6.0,VERIFIED_TECHNICAL_TABLE,-21500,8900,-6.3,2.6,1_chieu,3.61,5.92,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA60BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA60BVMA9/RZF60DVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA60BVMA9/RZF60DVM,35 / 33 / 31,Inverter cao cấp,RZF60DVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA60BVMA9-RZF60DVM,7,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,20500,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
23 / 19.5 / 16,1,71,7.1,VERIFIED_TECHNICAL_TABLE,-27300,10900,-8.0,3.2,1_chieu,3.18,5.48,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA71BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA71BVMA9/RZF71DVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA71BVMA9/RZF71DVM,38 / 35 / 33,Inverter cao cấp,RZF71DVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA71BVMA9-RZF71DVM,8,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,24200,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
32 / 27 / 22.5,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.18,5.39,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA100BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA100BVMA9/RZF100DVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA100BVMA9/RZF100DVM,38 / 35.5 / 33,Inverter cao cấp,RZF100DVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA100BVMA9-RZF100DVM,9,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,34100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
36 / 30.5 / 25,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.88,5.05,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA125BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA125BVMA9/RZF125DVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA125BVMA9/RZF125DVM,40 / 37.5 / 35,Inverter cao cấp,RZF125DVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA125BVMA9-RZF125DVM,10,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,42700,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
36 / 30.5 / 25,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.44,4.72,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA140BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA140BVMA9/RZF140DVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA140BVMA9/RZF140DVM,40 / 37.5 / 35,Inverter cao cấp,RZF140DVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA140BVMA9-RZF140DVM,11,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,47800,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
32 / 27 / 22.5,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.32,4.88,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA100BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA100BVMA9/RZF100CVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA100BVMA9/RZF100CVM,38 / 35.5 / 33,Inverter cao cấp,RZF100CVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA100BVMA9-RZF100CVM,6,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,34100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
36 / 30.5 / 25,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.82,4.70,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA125BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA125BVMA9/RZF125CVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA125BVMA9/RZF125CVM,40 / 37.5 / 35,Inverter cao cấp,RZF125CVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA125BVMA9-RZF125CVM,7,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,42700,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
36 / 30.5 / 25,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.46,4.47,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA140BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA140BVMA9/RZF140CVM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA140BVMA9/RZF140CVM,40 / 37.5 / 35,Inverter cao cấp,RZF140CVM,RZF,1,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA140BVMA9-RZF140CVM,8,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,3,47800,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
23 / 19.5 / 16,1,71,7.1,VERIFIED_TECHNICAL_TABLE,-27300,10900,-8.0,3.2,1_chieu,3.18,5.48,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA71BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA71BVMA9/RZF71DYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA71BVMA9/RZF71DYM,38 / 35 / 33,Inverter cao cấp,RZF71DYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA71BVMA9-RZF71DYM,6,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,24200,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
32 / 27 / 22.5,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.18,5.39,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA100BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA100BVMA9/RZF100DYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA100BVMA9/RZF100DYM,38 / 35.5 / 33,Inverter cao cấp,RZF100DYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA100BVMA9-RZF100DYM,7,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36 / 30.5 / 25,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.88,5.05,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA125BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA125BVMA9/RZF125DYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA125BVMA9/RZF125DYM,40 / 37.5 / 35,Inverter cao cấp,RZF125DYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA125BVMA9-RZF125DYM,8,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36 / 30.5 / 25,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.44,4.72,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA140BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA140BVMA9/RZF140DYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA140BVMA9/RZF140DYM,40 / 37.5 / 35,Inverter cao cấp,RZF140DYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA140BVMA9-RZF140DYM,9,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,4,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
32 / 27 / 22.5,1,100,10.0,VERIFIED_TECHNICAL_TABLE,-38200,17100,-11.2,5.0,1_chieu,3.32,4.88,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA100BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA100BVMA9/RZF100CYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA100BVMA9/RZF100CYM,38 / 35.5 / 33,Inverter cao cấp,RZF100CYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA100BVMA9-RZF100CYM,6,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,34100,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36 / 30.5 / 25,1,125,12.5,VERIFIED_TECHNICAL_TABLE,-47800,19500,-14.0,5.7,1_chieu,2.82,4.70,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA125BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA125BVMA9/RZF125CYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA125BVMA9/RZF125CYM,40 / 37.5 / 35,Inverter cao cấp,RZF125CYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA125BVMA9-RZF125CYM,7,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,42700,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
36 / 30.5 / 25,1,140,14.0,VERIFIED_TECHNICAL_TABLE,-52900,21200,-15.5,6.2,1_chieu,2.46,4.47,Áp suất tĩnh trung bình,ducted,Định mức 50 (50-150),PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FBA140BVMA9,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FBA140BVMA9/RZF140CYM,Điều hòa Daikin SkyAir Áp suất tĩnh trung bình FBA140BVMA9/RZF140CYM,40 / 37.5 / 35,Inverter cao cấp,RZF140CYM,RZF,3,Dàn nóng,27,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Áp suất tĩnh trung bình,FBA140BVMA9-RZF140CYM,8,56,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,56,110|111,7,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,5,47800,380-415/380,"3 Pha, 380-415 / 380V, 50 / 60Hz"
18 / 16 / 14,1,50,5.0,VERIFIED_TECHNICAL_TABLE,-19100,7800,-5.6,2.3,1_chieu,4.10,6.05,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA50AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA50AMVM/RZF50DVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA50AMVM/RZF50DVM,43 / 41 / 38,Inverter cao cấp,RZF50DVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA50AMVM-RZF50DVM,5,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,17100,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
18 / 16 / 14,1,60,6.0,VERIFIED_TECHNICAL_TABLE,-21500,8900,-6.3,2.6,1_chieu,3.53,5.58,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA60AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA60AMVM/RZF60DVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA60AMVM/RZF60DVM,43 / 41 / 38,Inverter cao cấp,RZF60DVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA60AMVM-RZF60DVM,6,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,20500,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
18 / 16 / 14,1,71,7.1,VERIFIED_TECHNICAL_TABLE,-27300,10900,-8.0,3.2,1_chieu,3.05,5.16,Tủ đứng đặt sàn,floor_standing,,PDF_TABLE_VISUAL_VERIFICATION,50 / 60Hz,50 / 60Hz,,FVA71AMVM,1,0,,o/9.5,50 (Chiều dài tương đương 70),30,cooling_only,FVA71AMVM/RZF71DVM,Điều hòa Daikin SkyAir Tủ đứng đặt sàn FVA71AMVM/RZF71DVM,43 / 41 / 38,Inverter cao cấp,RZF71DVM,RZF,1,Dàn nóng,25,IMPORT_READY,R32,R32,"noindex,follow",0,SkyAir RZF - Tủ đứng đặt sàn,FVA71AMVM-RZF71DVM,7,57,DAIKIN - CATALOGUE MÁY LẠNH THƯƠNG MẠI 2026 - SKY AIR.pdf,57,112|113,6,TECHNICAL_APPENDIX,F02E3C7B0F993D636630AB4C640D3C7662AA2BF0CC9F5F1957CF460DF7C659DE,2,24200,220-240/220-230,"1 Pha, 220-240 / 220-230V, 50 / 60Hz"
