indoor_model,outdoor_model,series,feature_key,availability,condition,source_page,confidence
ATKF25ZVMV,ARKF25ZVMV,ATKF,intelligent_eye_2_area,NO,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,standby_saving,YES,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,econo,YES,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,smartphone_control,YES,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,backlit_remote,YES,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,child_lock,NO,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,timer,YES,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,super_pcb,YES,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,anti_corrosion_fin,YES,ATKF25/35,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,microchannel,NO,,4-5,VERIFIED
ATKF25ZVMV,ARKF25ZVMV,ATKF,dual_power_supply,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,hybrid_cooling,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,humidity_sensor,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,humi_comfort,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,humi_comfort_plus,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,streamer,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,anti_mold_streamer,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,anti_mold_indoor,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,enzyme_blue_pm25,YES,ATKB25/35,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,powerful,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,indoor_quiet,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,outdoor_quiet,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,night_mode,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,comfort_sleep,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,comfort_airflow,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,airflow_3d,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,intelligent_eye,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,intelligent_eye_2_area,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,standby_saving,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,econo,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,backlit_remote,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,child_lock,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,timer,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,super_pcb,YES,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,anti_corrosion_fin,YES,ATKB25/35,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,microchannel,NO,,4-5,VERIFIED
ATKB25ZVMV,ARKB25ZVMV,ATKB,dual_power_supply,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,hybrid_cooling,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,humidity_sensor,NO,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,humi_comfort,NO,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,humi_comfort_plus,NO,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,streamer,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,anti_mold_streamer,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,anti_mold_indoor,NO,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,enzyme_blue_pm25,NO,Enzyme Blue; catalog does not mark PM2.5,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,powerful,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,indoor_quiet,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,outdoor_quiet,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,night_mode,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,comfort_sleep,NO,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,comfort_airflow,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,airflow_3d,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,intelligent_eye,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,intelligent_eye_2_area,YES,25/35 only,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,standby_saving,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,econo,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,smartphone_control,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,backlit_remote,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,child_lock,NO,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,timer,YES,24H,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,super_pcb,YES,,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,anti_corrosion_fin,YES,25/35 only,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,microchannel,NO,50/60/71 only,4-5,VERIFIED
FTKZ35VVMV,RKZ35VVMV,FTKZ,dual_power_supply,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,hybrid_cooling,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,humidity_sensor,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,humi_comfort,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,humi_comfort_plus,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,streamer,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,anti_mold_streamer,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,anti_mold_indoor,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,powerful,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,indoor_quiet,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,outdoor_quiet,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,night_mode,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,comfort_sleep,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,comfort_airflow,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,airflow_3d,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,intelligent_eye,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,standby_saving,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,econo,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,smartphone_control,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,backlit_remote,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,child_lock,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,timer,YES,24H,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,super_pcb,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,anti_corrosion_fin,YES,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,microchannel,NO,,4-5,VERIFIED
FTKM35AVMV,RKM35AVMV,FTKM,dual_power_supply,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,hybrid_cooling,NO,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,humidity_sensor,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,humi_comfort,NO,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,humi_comfort_plus,NO,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,streamer,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,anti_mold_streamer,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,anti_mold_indoor,NO,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,powerful,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,indoor_quiet,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,outdoor_quiet,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,night_mode,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,comfort_sleep,NO,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,comfort_airflow,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,airflow_3d,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,intelligent_eye,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,standby_saving,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,econo,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,smartphone_control,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,backlit_remote,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,child_lock,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,timer,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,super_pcb,YES,,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,anti_corrosion_fin,YES,25/35 only,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,microchannel,NO,50/60/71 only,4-5,VERIFIED
FTKY35ZVMV,RKY35ZVMV,FTKY,dual_power_supply,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,hybrid_cooling,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,humidity_sensor,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,humi_comfort,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,humi_comfort_plus,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,streamer,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,anti_mold_streamer,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,anti_mold_indoor,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,enzyme_blue_pm25,NO,50/60/71 only,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,powerful,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,indoor_quiet,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,outdoor_quiet,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,night_mode,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,comfort_sleep,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,comfort_airflow,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,airflow_3d,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,intelligent_eye,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,standby_saving,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,econo,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,smartphone_control,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,backlit_remote,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,child_lock,NO,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,timer,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,super_pcb,YES,,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,anti_corrosion_fin,YES,25/35/50 only,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,microchannel,NO,60/71 only,4-5,VERIFIED
FTKF35ZVMV,RKF35ZVMV,FTKF,dual_power_supply,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,hybrid_cooling,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,humidity_sensor,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,humi_comfort,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,humi_comfort_plus,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,streamer,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,anti_mold_streamer,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,anti_mold_indoor,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,enzyme_blue_pm25,OPTIONAL,Tùy chọn,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,powerful,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,indoor_quiet,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,outdoor_quiet,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,night_mode,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,comfort_sleep,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,comfort_airflow,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,airflow_3d,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,intelligent_eye,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,standby_saving,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,econo,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,backlit_remote,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,child_lock,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,timer,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,super_pcb,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,anti_corrosion_fin,YES,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,microchannel,NO,,4-5,VERIFIED
FTHB35ZVMV,RHB35ZVMV,FTHB,dual_power_supply,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,hybrid_cooling,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,humidity_sensor,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,humi_comfort,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,humi_comfort_plus,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,streamer,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,anti_mold_streamer,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,anti_mold_indoor,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,enzyme_blue_pm25,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,powerful,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,indoor_quiet,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,outdoor_quiet,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,night_mode,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,comfort_sleep,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,comfort_airflow,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,airflow_3d,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,intelligent_eye,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,standby_saving,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,econo,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,backlit_remote,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,child_lock,NO,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,timer,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,super_pcb,YES,,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,anti_corrosion_fin,YES,25/35/50 only,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,microchannel,NO,60 only,4-5,VERIFIED
FTKB35ZVMV,RKB35ZVMV,FTKB,dual_power_supply,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,hybrid_cooling,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,humidity_sensor,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,humi_comfort,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,humi_comfort_plus,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,streamer,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,anti_mold_streamer,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,anti_mold_indoor,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,enzyme_blue_pm25,OPTIONAL,Tùy chọn,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,powerful,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,indoor_quiet,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,outdoor_quiet,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,night_mode,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,comfort_sleep,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,comfort_airflow,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,airflow_3d,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,intelligent_eye,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,intelligent_eye_2_area,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,standby_saving,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,econo,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,smartphone_control,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,backlit_remote,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,child_lock,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,timer,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,super_pcb,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,anti_corrosion_fin,YES,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,microchannel,NO,,4-5,VERIFIED
FTF35XAV1V,RF35XAV1V,FTF,dual_power_supply,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,hybrid_cooling,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,humidity_sensor,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,humi_comfort,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,humi_comfort_plus,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,streamer,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,anti_mold_streamer,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,anti_mold_indoor,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,enzyme_blue_pm25,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,powerful,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,indoor_quiet,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,outdoor_quiet,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,night_mode,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,comfort_sleep,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,comfort_airflow,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,airflow_3d,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,intelligent_eye,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,intelligent_eye_2_area,YES,25/35 only,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,standby_saving,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,econo,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,backlit_remote,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,child_lock,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,timer,YES,24H,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,super_pcb,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,anti_corrosion_fin,YES,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,microchannel,NO,,4-5,VERIFIED
FTXM35XVMV,RXM35XVMV,FTXM,dual_power_supply,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,hybrid_cooling,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,humidity_sensor,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,humi_comfort,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,humi_comfort_plus,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,streamer,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,anti_mold_streamer,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,anti_mold_indoor,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,enzyme_blue_pm25,NO,Enzyme Blue; catalog does not mark PM2.5,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,powerful,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,indoor_quiet,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,outdoor_quiet,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,night_mode,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,comfort_sleep,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,comfort_airflow,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,airflow_3d,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,intelligent_eye,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,intelligent_eye_2_area,YES,25/35 only,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,standby_saving,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,econo,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,smartphone_control,OPTIONAL_ACCESSORY,Tùy chọn,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,backlit_remote,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,child_lock,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,timer,YES,24H,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,super_pcb,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,anti_corrosion_fin,YES,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,microchannel,NO,,4-5,VERIFIED
FTXV35QVMV,RXV35QVMV,FTXV,dual_power_supply,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,hybrid_cooling,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,humidity_sensor,YES,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,humi_comfort,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,humi_comfort_plus,NO,,4-5,VERIFIED
FTHF35XVMV,RHF35XVMV,FTHF,streamer,YES,25/35 only,4-5,VERIFIED
